CID,Smiles,MeltingPoint,Pressure
460612,C1=CC(=CC=C1C[C@@H](C(=O)O)N)N(CCCl)CCCl,182.5,
464205,C[C@H](CN1C=NC2=C(N=CN=C21)N)OCP(=O)(O)O,278,
468284,C1=CC=C(C=C1)CCOC2C(C(C(C(O2)CO)O)O)O,38.5,
469215,CC(=O)OC[C@@]1(CC23CCC4[C@](CCC[C@]4(C2CC[C@H]1C3)C)(C)C=O)O,215.5,
471426,C[C@@H]1CC[C@@]2(CC[C@@]3(C(=CC[C@H]4[C@]3(CC[C@@H]5[C@@]4(C[C@H]([C@H](C5(C)C)O)O)C)C)[C@@H]2[C@]1(C)O)C)C(=O)O,270.5,
472107,C1=CC=C2C(=C1)C(=CN2)CN,105.5,
478956,CC1=CC(=CC2=C1C3=C(O2)C(=CC(=C3)O)C(=O)O)O,231,
478957,CC1=CC(=C(C2=C1C3=C(O2)C(=CC(=C3)O)C(=O)O)O)OC,218,
478958,CC1=CC(=C(C2=C1C3=C(O2)C(=CC(=C3)OC)C(=O)O)O)OC,201,
479503,CC(=CC[C@H](C1=CC(=O)C2=C(C=CC(=C2C1=O)O)O)O)C,147,
480763,CC(=CCC1=C(C2=C(C=C1O)OC(CC2=O)C3=CC=CC=C3)O)C,213,
480768,CC(=CCC1=C(C=CC(=C1)C2CC(=O)C3=C(O2)C(=C(C=C3)O)CC=C(C)C)O)C,90,
480770,CC(=CCC1=C(C(=CC(=C1)C2CC(=O)C3=C(C=C(C(=C3O2)CC=C(C)C)O)O)O)O)C,205,
480774,CC1(C=CC2=C(C=CC(=C2O1)C3=CC4=C(C=C(C=C4)O)OC3)O)C,201.5,
480777,CC(=CCC1=C(C=C2C(=C1OC)C=C(O2)C3=C(C=C(C=C3)O)O)OC)C,126,
480780,CC(=CCC1=C(C=C2C(=C1O)C(=O)C(=CO2)C3=CC=C(C=C3)O)OC)C,96.5,
480787,CC(=CCC1=C(C=C2C(=C1OC)C=C(C(=O)O2)C3=C(C=C(C=C3)O)O)OC)C,210,
480802,CC(=CCC1=C(C=CC(=C1)C2=CC(=O)C3=C(O2)C=C(C(=C3O)CC=C(C)C)O)O)C,213,
480815,CC(=CCC1=C(C(=C(C=C1O)O)CC=C(C)C)CCC2=CC(=C(C=C2)O)O)C,143,
480817,CC(=CCC1=C2CCC3=CC(=C(C=C3C2=C(C=C1O)O)O)O)C,171.5,
480818,CC(=CCC1=C2CCC3=CC(=C(C=C3C2=C(C(=C1O)CC=C(C)C)O)O)O)C,73,
480819,CC1=CC2=C3C(=C1)C4=C(C=C(C=C4OC3(OC5=C2C=CC(=C5)O)C6=C(C=C(C=C6)O)O)C7=CC8=C(O7)C=C(C=C8)O)O,248,
485186,COC1=CC(=CC2=C1OC(=C2)C3=CC4=C(C=C3)OCO4)CCCO,117.75,
487523,CCS(=O)CC(C(=O)O)N,158,
493570,CC1=CC2=C(C=C1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](CO)O)O)O,290,
493591,C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@H]([C@@H](CO)O)[C@@H]([C@H](CO)O)O)O)O)O)O,149.5,
493591,C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@H]([C@@H](CO)O)[C@@H]([C@H](CO)O)O)O)O)O)O,146.5,
493591,C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@H]([C@@H](CO)O)[C@@H]([C@H](CO)O)O)O)O)O)O,150,
494308,CCCC1C(C2(C13C4=C(C=CCC4)C(=O)O3)C5=C(C=CCC5)C(=O)O2)CCC,157,
495441,CC1(C2CCC(=C)C(C2(CCC1O)C)COC3=CC4=C(C=C3)C=CC(=O)O4)C,155.25,
495442,CC1(C2CCC(C(C2(CCC1O)C)COC3=CC4=C(C=C3)C=CC(=O)O4)(C)O)C,193.5,
495921,CC1CCCC2C1(C(C3=C(C2)OC=C3C)O)C,81.5,
496348,CC1COC2=C1C(=O)C(=O)C3=C2C=CC4=C3CCCC4(C)C,182,
503731,CC(=CCC1=C(C2=C(C=C1O)OC(=C2)C3=C(C=C(C=C3)O)O)OC)C,184,
504067,C1=CC=C2C(=C1)C3=C(N2)C=CC(=C3)C=O,158.5,
504068,C1=CC=C2C(=C1)C3=C(N2)C=C(C(=C3)C=O)O,238,
504069,COC(=O)C1=CC2=C(C=C1)NC3=CC=CC=C32,176,
509268,CC(=CCC1=C2C(=C3C=CC(OC3=C1O)(C)C)C(=O)C4=C(C5=C(C=C4O2)OC(C=C5)(C)C)O)C,190.5,
509269,CC(=CCC1=C(C=C2C(=C1O)C(=O)C3=C(O2)C=CC(=C3)O)OC)C,221,
509270,CC(=CCC1=C(C=CC2=C1C(=O)C3=C(C4=C(C=C3O2)OC(C=C4)(C)C)O)O)C,85,
511358,CC(=C)C(COC1=C2C=CC(=O)OC2=CC3=C1C=CO3)O,124,
512289,C[C@@]12CCC(C1(C)C)C[C@H]2O,202,
513472,C1[C@@H]([C@H]([C@@H](O[C@@]1(C(=O)O)O)[C@@H]([C@@H](CO)O)O)N)O,181,
517030,C(CCC(=O)[O-])CC[NH3+],205,
517637,CC(COC(=O)C1=CC=CC=C1)OC(=O)C2=CC=CC=C2,-3,
518856,CCC1=C(N=C(S1)CC)C,87,
519732,CCC1=CN=C(S1)C,124,
519907,CSC1=NC=CN=C1,45.5,
520108,CC(=O)C1=NC=CS1,65,
520144,CC(=O)CS,113,
520296,CCCCCCCCCC1CCCC(=O)O1,14,
520298,CC(C)CCCCCCCCCCC(=O)O,53,
520409,C1SSCSS1,132.5,
520423,C1SCSSCS1,79,
520568,CCC1=CSC(=N1)C,80,
520687,CC1(CCCC2(C1CCC34C2CCC(C3)C(=C)C4)C)C,50,
521326,CCCCCCCCOC(=O)CCCCCC,-21.5,
521332,CC1(CCCC2(C1CCC(C2CCC(C)(C=C)O)(C)O)C)C,105.75,
521384,CCC1=C(SC=N1)C,128,
522251,CC1=CC(=C(C=C1C)Cl)OC(=O)NC,131.5,
522753,C1SCSSCSS1,103,
522834,CC(=O)C1=NCCC1,19,
524005,CC(C)C1CCC(CC1O)(C)O,165,
524223,C1=CC=C2C(=C1)C=C(C(=C2Cl)Cl)Cl,93,
524223,C1=CC=C2C(=C1)C=C(C(=C2Cl)Cl)Cl,93,
524223,C1=CC=C2C(=C1)C=C(C(=C2Cl)Cl)Cl,92.77777777777777,
524223,C1=CC=C2C(=C1)C=C(C(=C2Cl)Cl)Cl,92.77777777777777,
525329,CSSSSCC=C,23,
526182,C1C2=CC=CN2C=CS1,47.5,
526559,CC(=O)C1=CC=C2N1CCC2,45.5,
526853,CC(=O)C1=CSCCN1,171.5,
527217,CC(=C)C1CCC2(CCCC(C2C1)(C)O)C,40.5,
527256,CC1CCCC2(C1=CC(CC2)C(C)(C)O)C,84,
527459,CCCCCCCCCCCCCCCCCCCCCCC(C)C,56,
529068,CC1N2CCCC2SC(S1)C,130,
529649,CC12CCCC(C1CCC34C2CCC(C3)C(=C)C4)(C)C(=O)OC,88.5,
530404,CC1CCC2=NC(=CN=C12)C,110,
530428,CC1=CC(=O)C2C3C1C2(CCCC3(C)C)C,35.75,
534260,CC1C(C(CC2=C1CC(CC2)C(=C)C)O)O,66,
546304,CC(C)CC(=O)NCC(=O)O,88.5,
550597,CC(C)C1=C2C(=C(C(=C1O)O)C=O)C(=O)C3CC=C(CC3(C2=O)C)CCC=C(C)C,131,
551084,CC1=C(C(=O)CC(C1)(C)C)O,90,
556963,CC1C2CCC(C(C2OC1=O)C(=C)C)(C)C=C,148.5,
558375,C=C1CC(NC1)C(=O)O,234.5,
560157,COC1C(C(OC1O)CO)O,137.5,
560193,CC(C(=O)NC)SCCSP(=O)(OC)OC,43,
560193,CC(C(=O)NC)SCCSP(=O)(OC)OC,47,
562665,C1=CC=C(C=C1)CC(=O)NC(CC(=O)O)C(=O)O,136,
564760,CC1=CC(=NC=C1)C(=O)C,33.5,
565648,CC1=CC(=O)CC2(C1CC(CC2)C(=C)C)C,38,
567658,C1CCC(=O)OC(=O)C1,22,
573015,CC(C)C1CCC2(CCCC(=C)C2C1O)C,31,
575067,COC1=CC(=O)OC(C1O)CCC2=CC=CC=C2,92,
577614,C1=CC=C(C=C1)C(=O)NCCC2=CC=C(C=C2)O,161.5,
578221,CC1(C2CC3C1(C3C2)C)CO,115,
579336,CC1=C(C(CCC1)(C)C)CCC(C)O,39,
579675,CC1=CC(=C(O1)C(=O)C)C,17.5,
579923,CCC12CCCN3C1C4(CC3)C(CC2)N(C5=C4C=CC(=C5OC)OC)C(=O)C,149,
580281,CCC12CCCN3C1C4(CC3)C(CC2)NC5=CC=CC=C45,120.25,
580388,CCCCC1=NC(=C(O1)CC)C,237.5,
580407,CCC(=O)C1=CC=C(S1)C,31,
585998,C1C2C(COC2OC3=CC4=C(C=C3)OCO4)C(O1)C5=CC6=C(C=C5)OCO6,94,
586508,COC1=CC(=O)OC(C1)CCC2=CC(=C(C=C2)OC)O,166,
590836,CC(C)CCCCCCOC(=O)C1=CC=CC=C1C(=O)OCCCCCCC(C)C,-48,
591091,CCCCC1=NC2=CC=CC=C2S1,130,
591742,CC1CC(=O)C2=C(C=C(C=C2O1)O)CC(=O)O,206,
591830,COC1=C(C=CC(=C1)O)C2CC3=C(C=C(C=C3)O)OC2,96,
592220,COC1=CC(=O)OC(C1)CCC2=CC(=C(C=C2)OC)OC,124.5,
592950,C#CC#CC(=O)C1=CC=CC=C1,106,
592986,COC1=CC(=CC(=C1)O)CO,85.5,
593048,CCC1=C(SC(=N1)C(C)C)C,94,
594452,CC1=COC=C2C1=CC=C2C=O,91,
596401,COC1=CC(=C(C=C1)C2CC3=C(C=C(C=C3)O)OC2)OC,128.5,
599086,CN1CCC2(C1NC3=CC=CC=C32)C45CCN(C4NC6=CC=CC=C56)C,188.5,
599113,CN1CCC2(C1NC3=CC=CC=C32)C45CCN(C4N(C6=CC=CC=C56)C)C,142,
600671,CC1(C(CC2=C(O1)C=C3C(=C2)C=CC(=O)O3)O)C,181.5,
601259,COC1=C(C=C2C3CC4=CC(=C(C=C4CN3CCC2=C1)OC)O)O,255,
602152,COC1=C(C(=C(C=C1)C2CC3=C(C=C(C=C3)O)OC2)O)OC,152.5,
604246,CN1CCC2(C1N(C3=CC=CC=C32)C)C45CCN(C4N(C6=CC=CC=C56)C)C,118.5,
604512,CC(C)(C1CC2=C(O1)C=C3C(=C2)C=CC(=O)O3)O,189.5,
604951,CC(=C)C1CCC2(C1CCC3(C2CCC4C3(CCC5C4(CCC(C5(C)C)O)C)C)C)C,223.5,
605266,CC12CCCC(=C)C1CC3C(C2)OC(=O)C3=C,115,
606974,CCC(C)C1(C(=O)N(C(=O)N(C1=O)C)C)CC=C,109,
607309,COC1=CC(=CC2=C1OCO2)C(=O)O,212,
607542,CC1=CC2=C(C(=C1)O)NC3=CC=CC=C32,157.5,
609116,CC1(CCC2(CCC3(C(=CCC4C3(CCC5C4(CCC(=O)C5(C)C)C)C)C2C1)C)C(=O)OC)C,184.5,
609663,CC1CC2=C(C(=C(C=C2)C(=O)NC(CC3=CC=CC=C3)C(=O)O)O)C(=O)O1,221,
609840,CN1CCC2=CC3=C(C=C2C4C1C5=C(C(O4)O)C6=C(C=C5)OCO6)OCO3,212.5,
609842,CN1CCC2=CC(=C(C=C2C3C1C4=C(C(O3)O)C5=C(C=C4)OCO5)OC)OC,222.5,
610479,CC1=C(C=CC=C1Cl)NC2=CC=CC=C2C(=O)O,207.25,
611428,C1=CC=C2C(=C1)C(=O)C3=C(O2)C(=CC=C3)O,245.5,
612828,CC1CCC2(CCC3(C(=CCC4C3(CCC5C4(CCC(=O)C5(C)C)C)C)C2C1C)C)C,125.5,
616063,CC(C)(C(COC1=C2C(=C(C3=C1OC(=O)C=C3)OC)C=CO2)O)O,117.5,
617233,COC1=C(C(=C(C(=C1)CC=C)OC)OC)OC,25,
617263,CC(=CCOC1=CC=C(C=C1)C2=CN=C(O2)C3=CN=CC=C3)C,118.5,
617472,COC1=CC2=C(C=CC3=C2C(=C(C=C3)OC)O)C=C1,94,
617879,COC1CC23C(=CC1O)CCN2CCC4=CC5=C(C=C34)OCO5,170,
619337,CC1C2CCC3(C(C2OC1=O)C(C=CC3=O)(C)O)C,174.5,
621307,C1CN2CC3CC(C2CC1O)CN4C3=CC=CC4=O,210,
622180,CN1C2=C(C=C(C=C2)OC)C(=O)C=C1C3=CC=CC=C3,187.5,
623309,CC1(CCCC2(C1CCC34C2CCC(C3)C(C4)(C)O)C)C,210.5,
624381,CC1=COC2=C1C(=O)C(=O)C3=C2C=CC4=C3CCCC4(C)C(=O)OC,175.5,
624708,CCC12CCCN(C1)CCC3=C(CC2)NC4=CC=CC=C34,148,
625031,CC1=C(C(=C2C(=C1O)C(=O)CC(O2)C3=CC=CC=C3)C)O,203,
626667,CN1CCC23C4C(=CC=C2C1CC5=C3C(=C(C=C5)O)O4)OC,201.5,
627631,CC1C2C(CC(=C3C(C2OC1=O)C(=CC3=O)C)C)OC(=O)C,194,
627910,COC1=C(C=CC2=C1C=CO2)C(=O)CC(=O)C3=CC4=C(C=C3)OCO4,124.5,
628311,CC(=CCN1C2=C(C=CC(=C2)OC)C3=C1C(N4C(=O)C5CCCN5C(=O)C4(C3O)O)C=C(C)C)C,211.5,
628376,CN1CCC2=CC(=C(C3=C2C1CC34C=CC(=O)C=C4)OC)OC,128,
628528,COC1=CC2=C(C=C1)C(=O)C(=CO2)C3=CC(=C(C=C3)OC)OC,165,
628557,COC1=C(C=C2CC3C4=C(C2=C1)C(=C(C=C4CCN3)O)OC)O,139,
628577,CN1CCC23C4C1CC5=C2C(=C(C=C5)OC)OC3C(C=C4)OC,140.5,
628742,CC(C)C1=C(C=C2C(=C1)C(=O)C(=O)C3C2(CCCC3(C)C)C)O,208.5,
629096,CC(C)(C1=CC2=CC3=C(C=C2O1)OCC4(C3OC5=C4C=CC(=C5)O)O)O,181,
629965,COC1=C(C(=CC=C1)OC)C2=CC(=O)C3=C(O2)C=CC(=C3OC)OC,150.5,
630029,COC1=C2C3=C(C(=O)CC3O)C(=O)OC2=C4C5C=COC5OC4=C1,265,
632135,COC1=C(C=C(C=C1)C2=CC(=O)C3=C(O2)C(=C(C=C3OC)OC)OC)OC,206.5,
633491,CN1CCC2=CC(=C(C=C2C3C1C4=C(C(O3)OC)C5=C(C=C4)OCO5)OC)OC,104,
634867,CC(=CCC1=CC(=C(C=C1O)OC)C2COC3=C(C2=O)C(=C4C=CC(OC4=C3)(C)C)O)C,85,
636458,C/C/1=C\CC2=C(C/C(=C/CC1)/C)OC=C2C,66,
636462,CC1(C=CC2=C(O1)C=C3COC(=O)C3=C2O)C,179.5,
636472,C1=CC=C(C=C1)C2=C3C4=C(C=CC=C4C=C(C3=O)O)C=C2,124,
636537,C1CCN(C1)C(=O)/C=C/C=C/C2=CC3=C(C=C2)OCO3,144,
636750,COC1=CC(=C(C=C1CC=C)OC)OC,25,
636822,C/C=C/C1=CC(=C(C=C1OC)OC)OC,62.5,
636822,C/C=C/C1=CC(=C(C=C1OC)OC)OC,62.5,
636970,C1=CC=C2C(=C1)C(=CN2)C3=NC=CS3,135.5,
637090,C/C=C/C(=O)O,72,
637090,C/C=C/C(=O)O,72,
637090,C/C=C/C(=O)O,72,
637304,C1=CC2=C(C=C1/C=C/CO)O[C@@H]([C@H](O2)C3=CC(=C(C=C3)O)O)CO,126.5,
637308,COC1=C(C=CC(=C1)/C=C/C(=O)OCCC2=CC=C(C=C2)O)O,165.5,
637429,COC1=C(C=CC(=C1)/C=C/C(=O)COC(=O)/C=C/C2=CC(=C(C=C2)O)OC)O,138.5,
637511,C1=CC=C(C=C1)/C=C/C=O,-7.5,
637511,C1=CC=C(C=C1)/C=C/C=O,-7.5,
637517,CCCCCCCC/C=C/CCCCCCCC(=O)O,43,
637541,C1=CC(=CC(=C1)O)/C=C/C(=O)O,193,
637542,C1=CC(=CC=C1/C=C/C(=O)O)O,211.5,
637563,C/C=C/C1=CC=C(C=C1)OC,21.3,
637566,CC(=CCC/C(=C/CO)/C)C,-15,
637568,COC(=O)/C=C/C(=O)OC,101.7,
637568,COC(=O)/C=C/C(=O)OC,102,
637568,COC(=O)/C=C/C(=O)OC,104,
637577,CN1[C@@H]2CC[C@H]1CC(C2)OC(=O)[C@@H](CO)C3=CC=CC=C3,106,
637579,C[C@@H]1[C@H]([C@H]([C@H]([C@@H](O1)O[C@H]2C[C@@H]([C@@]3([C@@H]4[C@@H](CC[C@]3(C2)O)[C@@]5(CC[C@H]([C@]5(C[C@H]4O)C)C6=CC(=O)OC6)O)CO)O)O)O)O,200,
637579,C[C@@H]1[C@H]([C@H]([C@H]([C@@H](O1)O[C@H]2C[C@@H]([C@@]3([C@@H]4[C@@H](CC[C@]3(C2)O)[C@@]5(CC[C@H]([C@]5(C[C@H]4O)C)C6=CC(=O)OC6)O)CO)O)O)O)O,200,
637759,CC(=O)/C=C/C1=CC=CC=C1,41.5,
637760,C1=CC=C(C=C1)/C=C/C(=O)C2=CC=CC=C2,57.5,
637775,COC1=CC(=CC(=C1O)OC)/C=C/C(=O)O,192,
637796,C/C=C/C1=CC2=C(C=C1)OCO2,8.2,
637858,COC1=CC(=CC(=C1OC)OC)/C=C/C(=O)N2CCC=CC2=O,124,
638014,CC1=C(C(CCC1)(C)C)/C=C/C(=O)C,-35,
638015,CC1=C(C(CCC1)(C)C)/C=C/C(=C/C=C/C(=C/C=O)/C)/C,63,
638024,C1CCN(CC1)C(=O)/C=C/C=C/C2=CC3=C(C=C2)OCO3,129,
638072,CC(=CCC/C(=C/CC/C(=C/CC/C=C(/CC/C=C(/CCC=C(C)C)\C)\C)/C)/C)C,-4.8,
638072,CC(=CCC/C(=C/CC/C(=C/CC/C=C(/CC/C=C(/CCC=C(C)C)\C)\C)/C)/C)C,-75,
638088,C1=CC=C(C=C1)/C=C/C2=CC=CC=C2,124,
638129,C/C(=C\C(=O)O)/C(=O)O,201,
638144,CCOC(=O)/C=C/C(=O)OCC,0.8,
638186,C(=C/Cl)\Cl,-49.8,
638278,C1=CC(=CC=C1/C=C/C(=O)C2=C(C=C(C=C2)O)O)O,202,
638391,COC1=CC=C(C=C1)C2=C3C=C(C(=O)C4=CC=CC(=C43)C=C2)O,222.5,
638567,CCC1=NC2=CC=CC=C2S1,-2.5,
638759,C1=CC(=CC=C1C(=O)CCO)O,142.5,
639591,CON1C2=CC=CC=C2C3=C1C(=NC=C3)C=C,187.5,
639665,CC(=CCC1=C(C(=C(C=C1O)OC)C(=O)/C=C/C2=CC=C(C=C2)O)O)C,172,
641294,COC1=CC=C(C=C1)/C=C/C=O,58.5,
641297,COC1=CC=C(C=C1)/C=C/C(=O)OC,94.5,
641298,COC1=CC=CC=C1/C=C/C=O,45.5,
641301,C1=CC(=CC=C1/C=C/C=O)O,140,
641376,CC(=CCC1=C(C=C2C(=C1)C=C(O2)C3=CC(=CC(=C3)O)O)O)C,187.5,
641378,CC1(C=CC2=C(C=C(C=C2O1)C3=CC4=C(O3)C=C(C=C4)O)O)C,130.5,
641818,COC1=CC=C(C=C1)C(=O)/C=C/C2=CC=CC=C2,107,
642197,C(/C=C/CCl)Cl,2,
642197,C(/C=C/CCl)Cl,3.5,
642531,CC1=C(C(=C(C=C1C2=CC(=C(C(=C2C)O)O)C(C)C)C(C)C)O)O,104,
643327,C1=CC=C(C=C1)C[C@H](C(=O)O)O,123,
643460,C/C=C/C=C/C(=O)O,134.5,
643460,C/C=C/C=C/C(=O)O,134.5,
643460,C/C=C/C=C/C(=O)O,134.5,
643684,CCCCCC[C@H](C/C=C\CCCCCCCC(=O)O)O,5.5,
643757,C(/C(=C/C(=O)O)/C(=O)O)C(=O)O,125,
643792,C/C=C\C(=O)O,14.6,
643798,C/C(=C/C(=O)O)/C(=O)O,91,
643833,C(=C\Cl)\Cl,-80,
643915,C/C=C(/C)\C(=O)O,45,
643976,CC1=CC2=C(C=C1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](COP(=O)(O)O)O)O)O,290,
644209,CCC[C@](C)([C@H]1C[C@@]23C=C[C@@]1([C@H]4[C@@]25CCN([C@@H]3CC6=C5C(=C(C=C6)O)O4)C)OC)O,215.5,
656129,C1=CN(C=N1)CC(=O)O,268.5,
656516,C1=CC=C(C=C1)[C@H](C#N)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)O)O)O,224.5,
656583,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)CC[C@]45[C@@]3(CC(=C([C@H]4O5)O)C#N)C,264,
657014,C[C@@]12CC[C@@H](C1(C)C)CC2O,202,
657237,C1=NC2=C(N=C(N=C2N1[C@H]3[C@H]([C@@H]([C@H](O3)CO)O)O)F)N,260,
657272,C[N+](C)(C)CCOP(=O)([O-])OC[C@@H](CO)O,142.5,
657298,CCCC1=CC(=O)NC(=S)N1,220,
657298,CCCC1=CC(=O)NC(=S)N1,219,
657309,CC(C)[N+]1([C@@H]2CC[C@H]1CC(C2)OC(=O)C(CO)C3=CC=CC=C3)C,231,
667467,CN(C)CC/C=C\1/C2=CC=CC=C2SC3=C1C=C(C=C3)Cl,153.5,
667467,CN(C)CC/C=C\1/C2=CC=CC=C2SC3=C1C=C(C=C3)Cl,97.5,
667476,C/C=C(/C(=C/C)/C1=CC=C(C=C1)O)\C2=CC=C(C=C2)O,233.5,
667476,C/C=C(/C(=C/C)/C1=CC=C(C=C1)O)\C2=CC=C(C=C2)O,227.5,
667484,CCOC(=O)C1=CN=CN1[C@H](C)C2=CC=CC=C2,142.4,
667484,CCOC(=O)C1=CN=CN1[C@H](C)C2=CC=CC=C2,67,
667490,C1=NC2=C(N1)C(=S)N=CN2,313,
673160,CCOC1=C(C=CC(=C1)C=O)OC(=O)C(C)C,57,
676454,C1=CC=C(C=C1)NC(=S)N,154,
689043,C1=CC(=C(C=C1/C=C/C(=O)O)O)O,225,
697963,COC1=CC=C(C=C1)/C=C/[N+](=O)[O-],88,
697993,C1=CC=C2C(=C1)NC(=S)S2,180.95,
697993,C1=CC=C2C(=C1)NC(=S)S2,178,
697993,C1=CC=C2C(=C1)NC(=S)S2,181,
699414,COC1=CC=C(C=C1)/C=C/C(=O)O,174,
700653,CC(=O)N[C@@H](CC1=CNC2=CC=CC=C21)C(=O)O,189.5,
700861,CCC(=O)C1=CC(=C(C=C1OC)OC)OC,109,
700999,C1=CC=C(C=C1)NC(=S)NC2=CC=CC=C2,154,
708857,CN1CCCN=C1/C=C/C2=CC=CS2,178.5,
717531,COC1=C(C=C(C=C1)/C=C/C(=O)O)OC,180.75,
735755,COC1=CC(=CC(=C1OC)OC)/C=C/C(=O)O,127,
735846,COC1=CC(=CC(=C1OC)OC)/C=C/C(=O)OC,99.5,
736172,COC1=C(C=CC(=C1)[C@@H](C(=O)O)O)O,133,
736186,COC1=C(C=C(C=C1)/C=C/C(=O)O)O,230.5,
736316,C1CCN[C@H](C1)C(=O)O,267,
736366,C1=CC=C2C(=C1)C=CC=C2NC(=S)N,198,
736366,C1=CC=C2C(=C1)C=CC=C2NC(=S)N,198,
736366,C1=CC=C2C(=C1)C=CC=C2NC(=S)N,197.77777777777777,
736715,C1=C(NC=N1)/C=C/C(=O)O,225,
737139,C1=CC=C(C(=C1)NC(=S)N)Cl,146,
821347,CN1CCC2=CC(=C(C3=C2C1=CC4=CC=CC=C43)OC)OC,130.5,
826073,COC1=CC=CC2=C1NC(=O)C=C2OC,235.5,
853433,C/C=C/C1=CC(=C(C=C1)O)OC,-10,
853433,C/C=C/C1=CC(=C(C=C1)O)OC,-10,
854026,C/C=C/1\[C@@H]2CC3=C([C@]1(CC(=C2)C)N)C=CC(=O)N3,218,
1040837,CC(=O)OC1=CC2=C(C=C1)C3=C(C4=CC(=C(C=C4O3)OC(=O)C)OC(=O)C)C(=O)O2,256,
1201518,C[C@]12CC[C@H](C1(C)C)C[C@H]2O,202,
1201518,C[C@]12CC[C@H](C1(C)C)C[C@H]2O,212.5,
1268111,CC(=C)C(=O)/C(=C/C(=O)O)/OC,83.5,
1268142,C[C@@H]1CC(=O)C=C2[C@]1(C[C@@H](CC2)C(=C)C)C,36.5,
1349907,CN1C=CNC1=S,144.5,
1349907,CN1C=CNC1=S,147,
1349907,CN1C=CNC1=S,146,
1548887,CC\1=C(C2=C(/C1=C\C3=CC=C(C=C3)S(=O)C)C=CC(=C2)F)CC(=O)O,183,
1548897,C(C(=O)NCC(=O)[O-])[NH3+],215,
1548899,CC(C)C[C@@H](C(=O)[O-])NC(=O)C[NH3+],234,
1548907,CS(=O)CC[C@@H](C(=O)[O-])[NH3+],233,
1548910,C1=CC(=CC=C1/C=C\C2=CC(=CC(=C2)O)O)O,172,
1548942,CC(C)/C=C\CCCCC(=O)NCC1=CC(=C(C=C1)O)OC,73,
1548943,CC(C)/C=C/CCCCC(=O)NCC1=CC(=C(C=C1)O)OC,65,
1548943,CC(C)/C=C/CCCCC(=O)NCC1=CC(=C(C=C1)O)OC,65,
1548943,CC(C)/C=C/CCCCC(=O)NCC1=CC(=C(C=C1)O)OC,65,
1548972,CC(C)N1C2=CC=CC=C2C(=C1/C=C/[C@@H](C[C@@H](CC(=O)O)O)O)C3=CC=C(C=C3)F,195.5,
1548972,CC(C)N1C2=CC=CC=C2C(=C1/C=C/[C@@H](C[C@@H](CC(=O)O)O)O)C3=CC=C(C=C3)F,195.5,
1549000,C1CN(CCN1CCOCC(=O)O)[C@H](C2=CC=CC=C2)C3=CC=C(C=C3)Cl,206.5,
1549008,CC(C)(C)C#C/C=C/CN(C)CC1=CC=CC2=CC=CC=C21,196.5,
1549040,C/C=C\C1=CC=C(C=C1)OC,22.5,
1549045,C/C=C\C1=CC(=C(C=C1)OC)OC,16.5,
1549095,COC1=C(C=CC(=C1)/C=C/CO)O,74,
1549100,C(C[C@@H](C(=O)[O-])[NH3+])C[C@@H](C(=O)[O-])[NH3+],300,
1549106,C1=CC(=CC=C1/C=C\C(=O)O)O,134.25,
1549522,CC(=O)/C=C\C1=CC=CO1,39.5,
1550278,C[C@@H](C(=O)N[C@@H](CC1=CNC2=CC=CC=C21)C(=O)[O-])[NH3+],230,
1550607,CC(=CCC/C(=C/COC1=CC2=C(C=C1)C=CC(=O)O2)/C)C,68,
1550884,CCCCCC/C(=C\C1=CC=CC=C1)/C=O,4,
1550886,C/C=C\C1=CC(=C(C=C1)OCC2=CC=CC=C2)OC,59,
1550888,C1=CC=C(C=C1)/C=C/COC(=O)/C=C\C2=CC=CC=C2,44,
1550909,CCOC(=O)/C=C\C1=CC=CO1,24.5,
1712058,CCCCC/C(=C/C1=CC=CC=C1)/C=O,80,
1715056,C1=COC(=C1)/C=C\C=O,54,
1715136,C/C=C\C1=CC(=C(C=C1)OC(=O)C)OC,79,
1738124,CCCCC[C@@H]1[C@H](CCC1=O)CC(=O)OC,-10,
1781412,CC(=CCC/C(=C\CC/C(=C/COC1=CC2=C(C=C1)C=CC(=O)O2)/C)/C)C,62,
1794427,C1[C@H]([C@H]([C@@H](C[C@@]1(C(=O)O)O)OC(=O)/C=C/C2=CC(=C(C=C2)O)O)O)O,207,
2056198,C1CCN(C1)C(=O)/C=C\C2=CC=CC=C2,102,
2723593,CC(=O)NC(=S)N,165,
2723650,C1CNC(=S)N1,203,
2723650,C1CNC(=S)N1,194,
2723650,C1CNC(=S)N1,200,
2723650,C1CNC(=S)N1,200,
2723789,C(=S)(N)NN,183,
2723790,C(=S)(N)N,177,
2723790,C(=S)(N)N,180,
2723790,C(=S)(N)N,182,
2723790,C(=S)(N)N,176.94444444444446,
